CustomerId,FirstName,LastName,Company,Address,City,State,Country,PostalCode,Phone,Fax,Email,SupportRepId,InvoiceDate,BillingAddress,BillingCity,BillingState,BillingCountry,BillingPostalCode,Total,TrackId,UnitPrice,Quantity
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2012-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,13.86,325,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2012-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,13.86,334,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2012-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,13.86,343,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2012-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,13.86,352,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2012-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,13.86,361,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2012-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,13.86,370,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2012-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,13.86,379,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2013-08-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,8.91,2061,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2013-08-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,8.91,2067,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2013-08-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,8.91,2073,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2013-08-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,8.91,2079,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2013-08-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,8.91,2085,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2013-08-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,8.91,2091,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2013-08-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,8.91,2097,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2013-08-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,8.91,2103,0.99,1
1,Luís,Gonçalves,"Embraer - Empresa Brasileira de Aeronáutica S.A.","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,"+55 (12) 3923-5555","+55 (12) 3923-5566",luisg@embraer.com.br,3,"2013-08-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos",SP,Brazil,12227-000,8.91,2109,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-01-01 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,1.98,2,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-01-01 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,1.98,4,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,331,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,340,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,349,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,358,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,367,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,376,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,385,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,394,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,403,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,412,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,421,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,430,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,439,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-02-11 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,13.86,448,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-10-12 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,8.91,2130,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-10-12 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,8.91,2136,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-10-12 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,8.91,2142,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-10-12 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,8.91,2148,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-10-12 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,8.91,2154,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-10-12 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,8.91,2160,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-10-12 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,8.91,2166,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-10-12 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,8.91,2172,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2009-10-12 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,8.91,2178,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-05-19 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,1.98,2992,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-05-19 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,1.98,2993,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-08-21 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,3.96,192,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-08-21 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,3.96,194,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-08-21 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,3.96,196,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-08-21 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,3.96,198,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-11-23 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,5.94,898,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-11-23 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,5.94,902,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-11-23 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,5.94,906,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-11-23 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,5.94,910,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-11-23 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,5.94,914,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2011-11-23 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,5.94,918,0.99,1
2,Leonie,Köhler,NULL,"Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,"+49 0711 2842222",NULL,leonekohler@surfeu.de,5,"2012-07-13 00:00:00","Theodor-Heuss-Straße 34",Stuttgart,NULL,Germany,70174,0.99,2736,0.99,1
3,François,Tremblay,NULL,"1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7","+1 (514) 721-4711",NULL,ftremblay@gmail.com,3,"2010-03-11 00:00:00","1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7",3.98,3250,1.99,1
3,François,Tremblay,NULL,"1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7","+1 (514) 721-4711",NULL,ftremblay@gmail.com,3,"2010-03-11 00:00:00","1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7",3.98,3252,1.99,1
3,François,Tremblay,NULL,"1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7","+1 (514) 721-4711",NULL,ftremblay@gmail.com,3,"2010-04-21 00:00:00","1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7",13.86,76,0.99,1
3,François,Tremblay,NULL,"1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7","+1 (514) 721-4711",NULL,ftremblay@gmail.com,3,"2010-04-21 00:00:00","1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7",13.86,85,0.99,1
3,François,Tremblay,NULL,"1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7","+1 (514) 721-4711",NULL,ftremblay@gmail.com,3,"2010-04-21 00:00:00","1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7",13.86,94,0.99,1
3,François,Tremblay,NULL,"1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7","+1 (514) 721-4711",NULL,ftremblay@gmail.com,3,"2010-04-21 00:00:00","1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7",13.86,103,0.99,1
3,François,Tremblay,NULL,"1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7","+1 (514) 721-4711",NULL,ftremblay@gmail.com,3,"2010-04-21 00:00:00","1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7",13.86,112,0.99,1
3,François,Tremblay,NULL,"1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7","+1 (514) 721-4711",NULL,ftremblay@gmail.com,3,"2010-04-21 00:00:00","1498 rue Bélanger",Montréal,QC,Canada,"H2G 1A7",13.86,121,0.99,1
